sample_id,nearest_neighbor_rmsd_A,3.8A_hamiltonian_rmsd_A,fiedler_edgece_rmsd_A,fiedler_edgece_mse_rmsd_A,rmsd_decoder_permce_rmsd_A
126,10.078718185424805,14.731407165527344,0.14905096590518951,0.03210518881678581,8.40006160736084
127,11.76570987701416,11.894200325012207,16.187915802001953,16.250783920288086,7.751086235046387
128,9.999999747378752e-05,9.999999747378752e-05,0.0034020566381514072,0.0034020566381514072,1.888372540473938
129,9.999999747378752e-05,9.999999747378752e-05,0.002788543701171875,0.002788543701171875,1.3397595882415771
130,12.139246940612793,19.21344757080078,0.7758656144142151,12.627020835876465,3.238891839981079
131,1.242813229560852,9.999999747378752e-05,0.004194245208054781,0.004194241017103195,2.372140884399414
132,9.999999747378752e-05,9.999999747378752e-05,0.02665167860686779,0.014427430927753448,7.664588928222656
133,11.307108879089355,21.45583724975586,24.01214027404785,41.901519775390625,5.426053047180176
134,13.118401527404785,9.999999747378752e-05,0.002630093600600958,0.002630093600600958,2.398153305053711
135,1.7708911895751953,13.597336769104004,10.67671012878418,10.717690467834473,7.7822980880737305
136,9.999999747378752e-05,9.999999747378752e-05,0.002856022911146283,0.0028560273349285126,1.7412946224212646
137,9.999999747378752e-05,9.999999747378752e-05,16.623184204101562,0.003188787028193474,1.9691524505615234
138,22.007503509521484,9.999999747378752e-05,0.004084623418748379,0.004006579518318176,6.3856048583984375
139,9.999999747378752e-05,9.999999747378752e-05,0.0032598546240478754,0.0032598546240478754,2.095141887664795
140,9.999999747378752e-05,9.999999747378752e-05,0.00367516977712512,0.00367516977712512,2.5542545318603516
141,9.999999747378752e-05,9.999999747378752e-05,0.003069417318329215,0.003069417318329215,2.2916524410247803
142,4.895432472229004,4.895432472229004,0.3161609172821045,0.3999406397342682,8.035078048706055
143,22.464183807373047,9.999999747378752e-05,3.6689062118530273,0.004251372069120407,20.089813232421875
144,9.999999747378752e-05,9.999999747378752e-05,0.05875958502292633,1.1424144506454468,18.856014251708984
145,9.999999747378752e-05,9.999999747378752e-05,0.0034851294476538897,0.0034851294476538897,3.3021183013916016
146,19.544721603393555,15.474589347839355,15.572702407836914,16.123268127441406,16.21664047241211
147,9.999999747378752e-05,9.999999747378752e-05,0.002759997034445405,0.002759997034445405,2.2172179222106934
148,41.9212646484375,41.930782318115234,2.0900564193725586,30.275163650512695,19.725419998168945
149,9.999999747378752e-05,9.999999747378752e-05,0.004807671532034874,0.004807671532034874,2.560830593109131
150,9.999999747378752e-05,9.999999747378752e-05,0.004790805745869875,0.004790805745869875,2.704341173171997
151,9.171028137207031,0.49336493015289307,0.019427768886089325,0.006538934540003538,3.5906362533569336
152,0.8900848031044006,9.999999747378752e-05,0.0035259693395346403,0.0035259693395346403,3.0489394664764404
153,9.999999747378752e-05,2.5820252895355225,0.0029517319053411484,0.0029517319053411484,1.742774486541748
154,18.265117645263672,9.999999747378752e-05,0.0028800980653613806,0.0028800980653613806,1.6990324258804321
155,9.999999747378752e-05,9.999999747378752e-05,19.784870147705078,0.003430662676692009,1.5059268474578857
156,9.999999747378752e-05,9.999999747378752e-05,0.003520373487845063,0.0035203881561756134,2.778676748275757
157,9.999999747378752e-05,9.999999747378752e-05,0.0034206758718937635,0.0034206758718937635,2.125486135482788
158,1.3516395092010498,9.999999747378752e-05,0.002713753841817379,0.002713753841817379,2.0663156509399414
159,34.30720138549805,28.864961624145508,0.006744584068655968,0.006575117819011211,4.798854827880859
160,9.999999747378752e-05,9.999999747378752e-05,0.0031424565240740776,0.0031423568725585938,1.9260417222976685
161,5.476432800292969,9.999999747378752e-05,0.002788133919239044,0.002788133919239044,7.0766119956970215
162,9.999999747378752e-05,9.999999747378752e-05,0.0034968419931828976,0.0034968419931828976,1.8176817893981934
163,9.999999747378752e-05,9.999999747378752e-05,0.003227940760552883,0.003227940760552883,1.2016358375549316
164,9.999999747378752e-05,9.999999747378752e-05,0.0054495627991855145,0.0054495627991855145,2.9345924854278564
165,9.999999747378752e-05,9.999999747378752e-05,0.005243671126663685,0.005243671126663685,2.8823437690734863
166,14.769442558288574,1.4172594547271729,17.817808151245117,0.0030663302168250084,6.844761371612549
167,9.999999747378752e-05,9.999999747378752e-05,0.03481090068817139,0.0234823040664196,9.474128723144531
168,9.999999747378752e-05,9.999999747378752e-05,0.0049826051108539104,0.004982607439160347,3.4652597904205322
169,9.999999747378752e-05,9.999999747378752e-05,0.004717591684311628,0.004717586096376181,3.5505809783935547
170,9.999999747378752e-05,9.999999747378752e-05,0.004508465062826872,0.004508465062826872,5.696144104003906
171,9.999999747378752e-05,9.999999747378752e-05,0.0029817866161465645,0.0029817866161465645,1.4707026481628418
172,9.999999747378752e-05,9.999999747378752e-05,0.0029456783086061478,0.0029456783086061478,0.5400599241256714
173,9.999999747378752e-05,9.999999747378752e-05,0.004373652394860983,0.004373652394860983,2.370872735977173
174,13.602413177490234,1.4156560897827148,13.826549530029297,14.064599990844727,4.103518486022949
175,9.999999747378752e-05,9.999999747378752e-05,0.009559874422848225,0.009559874422848225,2.4317831993103027
176,9.999999747378752e-05,9.999999747378752e-05,0.0029003710951656103,0.0029003710951656103,1.7405463457107544
177,9.999999747378752e-05,9.999999747378752e-05,0.003379619447514415,0.003379619447514415,1.7610641717910767
178,4.024528503417969,23.602567672729492,15.219839096069336,16.475666046142578,19.93419075012207
179,22.598840713500977,19.080028533935547,0.4403008222579956,0.029687287285923958,4.9948811531066895
